Score
88.0
55.0
35.0
41.0
91.0
61.0
44.0
62.0
66.0
17.0
78.0
49.0
17.0
5.0
33.0
82.0
55.0
79.0
35.0
35.0
90.0
52.0
55.0
48.0
16.0
43.0
46.0
25.0
88.0
100.0
34.0
93.0
1.0
57.0
98.0
48.0
60.0
100.0
38.0
7.0
78.0
100.0
96.0
98.0
73.0
89.0
61.0
8.0
76.0
54.0
35.0
20.0
93.0
65.0
79.0
26.0
31.0
84.0
24.0
90.0
24.0
34.0
100.0
75.0
47.0
7.0
30.0
91.0
18.0
64.0
35.0
39.0
96.0
66.0
22.0
100.0
100.0
95.0
97.0
7.0
100.0
100.0
89.0
33.0
54.0
67.0
76.0
100.0
37.0
59.0
66.0
2.0
9.0
78.0
86.0
69.0
67.0
74.0
61.0
91.0
2.0
72.0
60.0
100.0
66.0
40.0
100.0
86.0
69.0
59.0
54.0
96.0
96.0
100.0
87.0
9.0
64.0
69.0
57.0
98.0
50.0
67.0
100.0
72.0
71.0
100.0
10.0
98.0
50.0
1.0
16.0
76.0
30.0
3.0
71.0
70.0
45.0
98.0
67.0
36.0
80.0
77.0
46.0
8.0
100.0
75.0
24.0
85.0
93.0
65.0
5.0
73.0
21.0
98.0
40.0
1.0
79.0
1.0
39.0
35.0
19.0
97.0
31.0
95.0
55.0
26.0
70.0
8.0
78.0
100.0
74.0
51.0
89.0
15.0
86.0
40.0
3.0
71.0
2.0
23.0
96.0
62.0
89.0
100.0
89.0
16.0
81.0
1.0
38.0
95.0
92.0
16.0
100.0
65.0
75.0
36.0
99.0
100.0
29.0
90.0
23.0
99.0
52.0
66.0
43.0
71.0
97.0
41.0
73.0
46.0
1.0
100.0
61.0
59.0
36.0
66.0
71.0
49.0
81.0
61.0
86.0
53.0
64.0
49.0
72.0
74.0
69.0
100.0
27.0
14.0
24.0
51.0
99.0
28.0
72.0
93.0
51.0
50.0
41.0
25.0
52.0
3.0
93.0
62.0
58.0
41.0
84.0
10.0
65.0
10.0
16.0
53.0
46.0
71.0
76.0
1.0
83.0
57.0
78.0
71.0
22.0
85.0
29.0
65.0
87.0
50.0
87.0
38.0
98.0
23.0
41.0
71.0
32.0
39.0
72.0
56.0
80.0
54.0
31.0
75.0
100.0
86.0
34.0
32.0
23.0
64.0
75.0
29.0
100.0
49.0
63.0
70.0
59.0
81.0
65.0
96.0
69.0
22.0
12.0
91.0
80.0
100.0
60.0
94.0
83.0
70.0
91.0
12.0
19.0
21.0
34.0
2.0
9.0
77.0
66.0
26.0
100.0
49.0
42.0
97.0
95.0
43.0
97.0
73.0
91.0
29.0
86.0
95.0
74.0
56.0
83.0
52.0
85.0
83.0
95.0
66.0
48.0
94.0
89.0
69.0
55.0
61.0
42.0
97.0
58.0
66.0
71.0
55.0
25.0
5.0
82.0
52.0
72.0
60.0
59.0
92.0
85.0
97.0
90.0
77.0
24.0
82.0
6.0
100.0
64.0
32.0
14.0
68.0
5.0
44.0
100.0
97.0
84.0
8.0
47.0
79.0
18.0
69.0
92.0
69.0
75.0
29.0
18.0
100.0
50.0
8.0
49.0
59.0
48.0
72.0
88.0
29.0
37.0
63.0
74.0
82.0
64.0
88.0
54.0
100.0
39.0
71.0
6.0
65.0
84.0
100.0
59.0
12.0
37.0
42.0
95.0
83.0
57.0
11.0
11.0
60.0
62.0
99.0
89.0
54.0
41.0
83.0
72.0
13.0
100.0
30.0
63.0
59.0
73.0
44.0
100.0
3.0
75.0
47.0
81.0
7.0
46.0
62.0
98.0
35.0
100.0
83.0
100.0
50.0
67.0
37.0
96.0
36.0
85.0
52.0
32.0
17.0
74.0
41.0
74.0
35.0
48.0
85.0
4.0
100.0
73.0
79.0
7.0
85.0
92.0
100.0
23.0
84.0
99.0
17.0
100.0
94.0
84.0
2.0
78.0
60.0
58.0
19.0
48.0
74.0
56.0
89.0
96.0
69.0
25.0
88.0
67.0
100.0
99.0
58.0
39.0
84.0
32.0
93.0
2.0
100.0
79.0
81.0
60.0
44.0
63.0
89.0
80.0
100.0
38.0
81.0
51.0
89.0
1.0
79.0
82.0
6.0
78.0
100.0
34.0
43.0
17.0
37.0
86.0
80.0
52.0
21.0
60.0
82.0
40.0
12.0
100.0
1.0
3.0
50.0
100.0
94.0
76.0
23.0
14.0
82.0
50.0
82.0
100.0
69.0
45.0
28.0
23.0
73.0
100.0
80.0
98.0
27.0
1.0
100.0
85.0
73.0
70.0
54.0
6.0
99.0
79.0
17.0
90.0
63.0
3.0
16.0
85.0
64.0
89.0
74.0
82.0
69.0
72.0
61.0
43.0
69.0
95.0
75.0
76.0
33.0
83.0
76.0
97.0
56.0
84.0
74.0
71.0
54.0
68.0
91.0
68.0
8.0
38.0
86.0
89.0
82.0
70.0
41.0
69.0
94.0
66.0
77.0
18.0
83.0
19.0
100.0
100.0
85.0
18.0
23.0
59.0
57.0
1.0
66.0
87.0
77.0
1.0
58.0
39.0
16.0
7.0
23.0
35.0
53.0
94.0
33.0
73.0
27.0
56.0
97.0
93.0
58.0
96.0
96.0
100.0
50.0
43.0
36.0
94.0
98.0
61.0
57.0
71.0
83.0
100.0
80.0
54.0
76.0
51.0
68.0
93.0
9.0
100.0
3.0
94.0
73.0
47.0
67.0
63.0
55.0
1.0
100.0
83.0
71.0
59.0
94.0
67.0
87.0
80.0
70.0
95.0
43.0
74.0
52.0
84.0
86.0
83.0
68.0
69.0
25.0
86.0
55.0
71.0
36.0
91.0
95.0
39.0
66.0
11.0
26.0
20.0
84.0
100.0
95.0
18.0
92.0
1.0
36.0
79.0
95.0
60.0
1.0
79.0
82.0
83.0
64.0
100.0
61.0
92.0
96.0
92.0
64.0
51.0
77.0
69.0
68.0
85.0
73.0
78.0
52.0
87.0
79.0
74.0
41.0
89.0
1.0
3.0
23.0
77.0
64.0
100.0
16.0
4.0
5.0
89.0
64.0
61.0
98.0
16.0
94.0
74.0
73.0
93.0
100.0
100.0
93.0
100.0
46.0
14.0
83.0
66.0
97.0
85.0
84.0
94.0
63.0
17.0
16.0
99.0
45.0
77.0
44.0
77.0
61.0
74.0
87.0
57.0
62.0
47.0
34.0
88.0
99.0
88.0
91.0
85.0
8.0
81.0
50.0
68.0
94.0
68.0
67.0
80.0
41.0
19.0
66.0
78.0
83.0
62.0
28.0
85.0
63.0
33.0
55.0
68.0
88.0
56.0
54.0
35.0
33.0
35.0
68.0
60.0
53.0
100.0
6.0
100.0
5.0
100.0
40.0
83.0
83.0
43.0
79.0
72.0
71.0
87.0
3.0
96.0
88.0
86.0
44.0
62.0
5.0
100.0
24.0
73.0
81.0
37.0
66.0
54.0
22.0
13.0
77.0
89.0
100.0
60.0
93.0
100.0
92.0
98.0
53.0
96.0
52.0
64.0
20.0
100.0
39.0
31.0
100.0
59.0
83.0
100.0
38.0
30.0
93.0
79.0
85.0
59.0
12.0
80.0
75.0
74.0
100.0
68.0
73.0
100.0
81.0
54.0
71.0
100.0
81.0
100.0
49.0
6.0
59.0
68.0
100.0
57.0
71.0
9.0
69.0
69.0
81.0
80.0
87.0
2.0
21.0
4.0
47.0
47.0
73.0
100.0
77.0
72.0
60.0
68.0
92.0
82.0
85.0
77.0
72.0
100.0
79.0
32.0
49.0
18.0
62.0
54.0
84.0
100.0
31.0
59.0
57.0
12.0
85.0
97.0
96.0
18.0
2.0
35.0
93.0
77.0
92.0
25.0
75.0
8.0
50.0
39.0
33.0
99.0
43.0
28.0
49.0
98.0
80.0
65.0
80.0
29.0
17.0
88.0
79.0
27.0
56.0
2.0
68.0
56.0
96.0
86.0
15.0
34.0
43.0
87.0
53.0
100.0
91.0
83.0
11.0
70.0
89.0
63.0
38.0
49.0
67.0
8.0
68.0
77.0
44.0
33.0
14.0
100.0
24.0
64.0
55.0
52.0
31.0
98.0
44.0
56.0
100.0
43.0
36.0
82.0
94.0
53.0
47.0
43.0
85.0
89.0
86.0
70.0
84.0
54.0
90.0
51.0
58.0
47.0
98.0
4.0
81.0
100.0
92.0
91.0
50.0
100.0
69.0
100.0
71.0
77.0
14.0
100.0
89.0
36.0
83.0
76.0
100.0
87.0
73.0
87.0
67.0
76.0
57.0
35.0
95.0
82.0
17.0
26.0
67.0
94.0
44.0
54.0
89.0
32.0
99.0
24.0
73.0
50.0
70.0
90.0
74.0
46.0
1.0
89.0
8.0
88.0
55.0
97.0
23.0
68.0
74.0
30.0
36.0
85.0
50.0
100.0
37.0
99.0
82.0
27.0
91.0
2.0
52.0
1.0
86.0
62.0
100.0
87.0
98.0
62.0
100.0
81.0
73.0
86.0
74.0
56.0
63.0
50.0
99.0
23.0
7.0
13.0
89.0
7.0
87.0
49.0
53.0
100.0
28.0
88.0
96.0
35.0
37.0
72.0
79.0
98.0
11.0
32.0
100.0
64.0
42.0
100.0
82.0
87.0
76.0
28.0
89.0
93.0
60.0
63.0
49.0
80.0
100.0
90.0
33.0
60.0
65.0
62.0
25.0
48.0
35.0
52.0
18.0
31.0
86.0
95.0
84.0
19.0
52.0
63.0
58.0
100.0
44.0
55.0
85.0
38.0
25.0
28.0
5.0
94.0
32.0
76.0
73.0
100.0
26.0
90.0
81.0
64.0
52.0
23.0
38.0
61.0
75.0
88.0
26.0
25.0
98.0
8.0
17.0
3.0
84.0
98.0
6.0
37.0
92.0
64.0
93.0
32.0
100.0
67.0
48.0
50.0
13.0
75.0
26.0
75.0
73.0
98.0
92.0
93.0
4.0
62.0
54.0
88.0
78.0
10.0
67.0
53.0
90.0
100.0
97.0
76.0
44.0
63.0
99.0
37.0
16.0
77.0
48.0
99.0
70.0
29.0
97.0
70.0
100.0
16.0
80.0
64.0
17.0
85.0
68.0
100.0
37.0
38.0
64.0
88.0
55.0
12.0
64.0
39.0
80.0
1.0
45.0
77.0
3.0
72.0
79.0
3.0
68.0
93.0
1.0
45.0
26.0
2.0
1.0
100.0
86.0
90.0
45.0
41.0
37.0
60.0
35.0
48.0
98.0
32.0
39.0
100.0
96.0
71.0
9.0
84.0
99.0
76.0
40.0
77.0
74.0
100.0
78.0
66.0
100.0
84.0
64.0
60.0
80.0
82.0
80.0
31.0
79.0
89.0
70.0
1.0
76.0
96.0
67.0
65.0
100.0
70.0
69.0
57.0
18.0
55.0
78.0
23.0
55.0
99.0
52.0
19.0
11.0
68.0
62.0
77.0
78.0
84.0
68.0
100.0
92.0
50.0
56.0
1.0
19.0
87.0
35.0
76.0
73.0
81.0
74.0
83.0
92.0
15.0
80.0
80.0
25.0
60.0
19.0
41.0
98.0
25.0
82.0
22.0
52.0
16.0
3.0
86.0
99.0
38.0
87.0
9.0
100.0
73.0
4.0
36.0
82.0
44.0
89.0
75.0
97.0
100.0
30.0
63.0
100.0
60.0
91.0
49.0
82.0
68.0
78.0
100.0
15.0
55.0
53.0
58.0
24.0
93.0
85.0
64.0
70.0
58.0
13.0
72.0
10.0
62.0
98.0
79.0
9.0
96.0
96.0
49.0
64.0
63.0
77.0
90.0
76.0
76.0
38.0
1.0
100.0
14.0
61.0
86.0
97.0
5.0
96.0
60.0
4.0
1.0
58.0
100.0
80.0
94.0
57.0
30.0
36.0
100.0
74.0
86.0
84.0
38.0
83.0
21.0
66.0
78.0
9.0
100.0
70.0
30.0
88.0
75.0
96.0
64.0
71.0
77.0
44.0
95.0
46.0
80.0
93.0
78.0
54.0
71.0
69.0
43.0
94.0
22.0
51.0
46.0
7.0
55.0
82.0
97.0
73.0
95.0
22.0
87.0
99.0
74.0
59.0
4.0
29.0
32.0
93.0
83.0
75.0
30.0
100.0
38.0
95.0
70.0
91.0
20.0
43.0
64.0
60.0
38.0
19.0
9.0
18.0
9.0
73.0
44.0
77.0
15.0
80.0
93.0
96.0
93.0
100.0
23.0
100.0
77.0
79.0
54.0
82.0
38.0
64.0
95.0
6.0
5.0
99.0
44.0
98.0
1.0
87.0
69.0
50.0
80.0
64.0
61.0
51.0
9.0
43.0
99.0
61.0
79.0
51.0
28.0
91.0
63.0
23.0
59.0
33.0
100.0
61.0
28.0
60.0
67.0
100.0
100.0
46.0
28.0
10.0
29.0
100.0
76.0
53.0
23.0
18.0
43.0
28.0
80.0
90.0
11.0
100.0
59.0
26.0
15.0
25.0
66.0
7.0
100.0
17.0
68.0
84.0
35.0
15.0
98.0
100.0
54.0
54.0
49.0
90.0
54.0
5.0
69.0
97.0
87.0
36.0
10.0
87.0
32.0
87.0
70.0
56.0
75.0
30.0
76.0
57.0
94.0
52.0
91.0
74.0
59.0
90.0
95.0
25.0
76.0
48.0
100.0
95.0
98.0
49.0
79.0
14.0
4.0
7.0
48.0
26.0
60.0
81.0
81.0
93.0
65.0
63.0
99.0
79.0
42.0
71.0
92.0
58.0
30.0
87.0
98.0
2.0
48.0
21.0
53.0
25.0
100.0
28.0
10.0
80.0
99.0
14.0
66.0
100.0
35.0
82.0
88.0
17.0
22.0
4.0
70.0
70.0
75.0
29.0
59.0
88.0
9.0
88.0
37.0
61.0
100.0
87.0
17.0
5.0
56.0
77.0
58.0
9.0
9.0
33.0
59.0
65.0
70.0
100.0
92.0
64.0
75.0
67.0
70.0
8.0
1.0
8.0
75.0
48.0
68.0
15.0
63.0
98.0
66.0
88.0
19.0
91.0
48.0
99.0
72.0
98.0
3.0
42.0
99.0
85.0
67.0
71.0
78.0
85.0
99.0
33.0
75.0
100.0
29.0
64.0
41.0
99.0
57.0
74.0
31.0
8.0
67.0
90.0
57.0
82.0
45.0
36.0
61.0
46.0
23.0
53.0
96.0
40.0
100.0
49.0
60.0
78.0
51.0
93.0
95.0
96.0
66.0
100.0
44.0
80.0
24.0
20.0
67.0
53.0
73.0
70.0
31.0
52.0
100.0
61.0
1.0
48.0
88.0
100.0
84.0
82.0
1.0
96.0
74.0
1.0
30.0
11.0
15.0
5.0
100.0
68.0
97.0
7.0
73.0
65.0
49.0
75.0
96.0
78.0
72.0
59.0
94.0
47.0
100.0
14.0
69.0
92.0
86.0
92.0
97.0
31.0
73.0
38.0
75.0
44.0
17.0
88.0
21.0
83.0
75.0
51.0
6.0
79.0
42.0
100.0
78.0
100.0
96.0
60.0
93.0
100.0
55.0
70.0
90.0
74.0
46.0
81.0
17.0
29.0
92.0
72.0
78.0
28.0
64.0
100.0
37.0
62.0
49.0
77.0
70.0
65.0
100.0
96.0
71.0
24.0
3.0
98.0
28.0
35.0
56.0
77.0
63.0
94.0
32.0
1.0
100.0
95.0
93.0
18.0
19.0
42.0
41.0
100.0
1.0
22.0
31.0
80.0
35.0
100.0
84.0
23.0
80.0
20.0
72.0
88.0
100.0
31.0
67.0
79.0
39.0
39.0
100.0
14.0
100.0
73.0
94.0
47.0
30.0
69.0
80.0
58.0
85.0
81.0
75.0
75.0
86.0
92.0
91.0
41.0
63.0
80.0
66.0
6.0
89.0
99.0
40.0
19.0
39.0
99.0
76.0
79.0
45.0
52.0
97.0
43.0
37.0
88.0
89.0
84.0
87.0
100.0
70.0
94.0
71.0
91.0
95.0
41.0
83.0
50.0
51.0
66.0
74.0
63.0
36.0
75.0
88.0
40.0
32.0
2.0
100.0
67.0
20.0
11.0
26.0
97.0
40.0
79.0
99.0
83.0
2.0
96.0
72.0
97.0
53.0
7.0
7.0
74.0
90.0
75.0
4.0
77.0
33.0
70.0
41.0
85.0
82.0
13.0
37.0
100.0
58.0
84.0
30.0
45.0
81.0
93.0
55.0
92.0
48.0
99.0
36.0
71.0
99.0
22.0
68.0
65.0
98.0
51.0
45.0
78.0
88.0
72.0
68.0
39.0
22.0
92.0
98.0
86.0
90.0
76.0
84.0
84.0
88.0
41.0
87.0
44.0
100.0
70.0
14.0
18.0
17.0
23.0
100.0
58.0
17.0
86.0
76.0
20.0
100.0
90.0
100.0
3.0
1.0
50.0
100.0
13.0
53.0
68.0
96.0
56.0
74.0
70.0
100.0
33.0
83.0
74.0
100.0
100.0
91.0
93.0
32.0
5.0
62.0
48.0
48.0
23.0
90.0
6.0
51.0
55.0
66.0
23.0
29.0
52.0
98.0
98.0
95.0
57.0
33.0
65.0
100.0
100.0
64.0
55.0
91.0
24.0
83.0
9.0
20.0
75.0
83.0
64.0
97.0
1.0
46.0
63.0
27.0
74.0
5.0
50.0
91.0
82.0
41.0
29.0
96.0
26.0
73.0
73.0
11.0
50.0
97.0
27.0
55.0
54.0
31.0
49.0
38.0
1.0
91.0
13.0
19.0
60.0
61.0
31.0
95.0
34.0
48.0
99.0
99.0
71.0
79.0
60.0
86.0
88.0
82.0
83.0
57.0
100.0
25.0
46.0
62.0
100.0
26.0
64.0
88.0
78.0
36.0
41.0
75.0
26.0
35.0
100.0
24.0
40.0
83.0
86.0
16.0
26.0
80.0
70.0
1.0
46.0
94.0
77.0
84.0
15.0
18.0
1.0
12.0
99.0
20.0
29.0
84.0
95.0
55.0
86.0
33.0
39.0
1.0
11.0
9.0
5.0
37.0
2.0
95.0
28.0
99.0
57.0
76.0
39.0
43.0
35.0
64.0
100.0
34.0
97.0
93.0
53.0
88.0
96.0
14.0
29.0
66.0
68.0
52.0
66.0
100.0
50.0
81.0
40.0
85.0
100.0
40.0
95.0
53.0
52.0
31.0
86.0
75.0
18.0
85.0
80.0
88.0
100.0
23.0
88.0
63.0
86.0
85.0
38.0
74.0
50.0
79.0
62.0
69.0
89.0
30.0
94.0
95.0
58.0
86.0
58.0
73.0
71.0
100.0
49.0
98.0
43.0
65.0
55.0
37.0
49.0
92.0
86.0
37.0
65.0
68.0
62.0
35.0
84.0
92.0
56.0
91.0
100.0
83.0
1.0
100.0
90.0
68.0
11.0
83.0
88.0
100.0
98.0
99.0
94.0
1.0
82.0
98.0
65.0
83.0
93.0
46.0
38.0
99.0
1.0
73.0
62.0
57.0
95.0
25.0
90.0
59.0
83.0
79.0
12.0
24.0
65.0
95.0
7.0
38.0
8.0
93.0
12.0
8.0
73.0
89.0
61.0
22.0
86.0
2.0
26.0
67.0
78.0
16.0
14.0
82.0
61.0
65.0
96.0
81.0
2.0
27.0
79.0
84.0
83.0
48.0
84.0
69.0
63.0
34.0
54.0
32.0
100.0
29.0
88.0
55.0
24.0
31.0
12.0
47.0
9.0
2.0
37.0
67.0
50.0
82.0
32.0
8.0
13.0
89.0
100.0
86.0
68.0
59.0
24.0
67.0
53.0
19.0
34.0
85.0
45.0
72.0
55.0
27.0
68.0
58.0
65.0
67.0
85.0
34.0
96.0
100.0
49.0
81.0
42.0
1.0
15.0
97.0
89.0
3.0
4.0
45.0
60.0
23.0
73.0
72.0
82.0
86.0
5.0
100.0
59.0
17.0
94.0
1.0
37.0
65.0
89.0
77.0
84.0
42.0
86.0
57.0
58.0
65.0
53.0
46.0
19.0
99.0
88.0
37.0
82.0
52.0
99.0
77.0
41.0
36.0
68.0
100.0
65.0
100.0
2.0
66.0
51.0
21.0
37.0
57.0
4.0
69.0
75.0
63.0
25.0
56.0
10.0
32.0
92.0
55.0
91.0
85.0
10.0
65.0
99.0
85.0
85.0
59.0
46.0
93.0
82.0
47.0
75.0
65.0
94.0
4.0
70.0
100.0
58.0
26.0
69.0
38.0
99.0
69.0
63.0
36.0
100.0
88.0
60.0
16.0
40.0
83.0
30.0
36.0
75.0
65.0
20.0
8.0
66.0
69.0
86.0
88.0
78.0
100.0
96.0
59.0
42.0
88.0
46.0
34.0
70.0
100.0
32.0
71.0
49.0
65.0
2.0
100.0
55.0
100.0
80.0
25.0
82.0
50.0
77.0
73.0
90.0
55.0
87.0
57.0
93.0
87.0
48.0
99.0
60.0
38.0
6.0
24.0
6.0
27.0
80.0
69.0
93.0
90.0
51.0
77.0
70.0
88.0
56.0
97.0
100.0
100.0
75.0
16.0
25.0
53.0
3.0
14.0
78.0
80.0
6.0
99.0
26.0
100.0
56.0
73.0
73.0
94.0
52.0
31.0
87.0
94.0
89.0
74.0
100.0
67.0
74.0
68.0
93.0
74.0
51.0
66.0
99.0
86.0
2.0
89.0
100.0
23.0
93.0
48.0
74.0
47.0
27.0
76.0
97.0
28.0
30.0
44.0
76.0
44.0
48.0
46.0
16.0
76.0
60.0
73.0
54.0
79.0
17.0
82.0
97.0
79.0
65.0
63.0
92.0
84.0
78.0
46.0
90.0
100.0
61.0
62.0
82.0
33.0
76.0
88.0
53.0
86.0
33.0
62.0
21.0
89.0
90.0
37.0
9.0
88.0
19.0
52.0
3.0
63.0
32.0
68.0
50.0
60.0
54.0
68.0
48.0
17.0
57.0
83.0
72.0
83.0
83.0
82.0
97.0
35.0
30.0
100.0
88.0
36.0
100.0
74.0
89.0
100.0
36.0
98.0
23.0
70.0
91.0
70.0
93.0
27.0
81.0
81.0
61.0
71.0
78.0
71.0
74.0
30.0
1.0
74.0
4.0
56.0
88.0
31.0
62.0
84.0
87.0
60.0
42.0
61.0
91.0
88.0
100.0
89.0
6.0
84.0
90.0
37.0
1.0
70.0
100.0
79.0
63.0
47.0
86.0
73.0
79.0
46.0
25.0
25.0
14.0
39.0
60.0
90.0
15.0
82.0
48.0
65.0
86.0
99.0
36.0
78.0
98.0
38.0
100.0
55.0
32.0
100.0
15.0
49.0
60.0
79.0
37.0
49.0
48.0
36.0
90.0
100.0
69.0
30.0
38.0
90.0
68.0
91.0
69.0
33.0
81.0
36.0
92.0
62.0
73.0
37.0
90.0
55.0
63.0
46.0
62.0
72.0
74.0
95.0
85.0
70.0
100.0
2.0
34.0
88.0
39.0
5.0
87.0
54.0
85.0
90.0
83.0
20.0
86.0
69.0
82.0
13.0
53.0
64.0
31.0
10.0
100.0
43.0
99.0
80.0
50.0
36.0
62.0
90.0
67.0
97.0
99.0
64.0
80.0
35.0
78.0
83.0
2.0
33.0
65.0
87.0
75.0
87.0
83.0
52.0
60.0
42.0
83.0
79.0
77.0
33.0
56.0
6.0
60.0
4.0
85.0
76.0
88.0
45.0
28.0
11.0
99.0
22.0
68.0
100.0
100.0
72.0
60.0
96.0
95.0
70.0
50.0
57.0
81.0
85.0
82.0
35.0
33.0
50.0
95.0
53.0
79.0
11.0
98.0
53.0
14.0
80.0
77.0
97.0
24.0
70.0
84.0
68.0
100.0
95.0
70.0
80.0
9.0
36.0
20.0
87.0
83.0
53.0
60.0
92.0
74.0
86.0
7.0
83.0
71.0
74.0
100.0
66.0
100.0
16.0
72.0
28.0
78.0
30.0
59.0
13.0
41.0
84.0
27.0
68.0
100.0
62.0
1.0
31.0
98.0
63.0
87.0
88.0
70.0
15.0
53.0
86.0
83.0
58.0
48.0
70.0
63.0
33.0
86.0
52.0
100.0
92.0
67.0
89.0
67.0
9.0
100.0
67.0
2.0
29.0
100.0
67.0
85.0
33.0
78.0
53.0
55.0
4.0
24.0
43.0
77.0
74.0
95.0
74.0
8.0
70.0
63.0
82.0
100.0
79.0
97.0
79.0
93.0
91.0
24.0
42.0
75.0
27.0
70.0
91.0
7.0
100.0
75.0
4.0
98.0
71.0
98.0
85.0
100.0
75.0
56.0
42.0
59.0
38.0
55.0
60.0
28.0
93.0
100.0
64.0
52.0
71.0
3.0
68.0
89.0
95.0
98.0
34.0
89.0
33.0
61.0
100.0
20.0
89.0
95.0
89.0
81.0
52.0
30.0
95.0
90.0
51.0
67.0
13.0
92.0
89.0
42.0
59.0
85.0
58.0
81.0
80.0
100.0
77.0
52.0
40.0
93.0
95.0
44.0
22.0
87.0
37.0
94.0
69.0
65.0
99.0
84.0
78.0
44.0
66.0
26.0
79.0
70.0
87.0
30.0
64.0
48.0
69.0
53.0
79.0
99.0
19.0
4.0
60.0
95.0
61.0
2.0
50.0
22.0
56.0
96.0
37.0
93.0
29.0
41.0
86.0
58.0
57.0
100.0
20.0
1.0
99.0
16.0
83.0
13.0
100.0
78.0
70.0
26.0
3.0
69.0
92.0
92.0
55.0
89.0
58.0
86.0
43.0
81.0
84.0
59.0
92.0
54.0
2.0
78.0
45.0
54.0
25.0
72.0
99.0
20.0
84.0
75.0
98.0
54.0
44.0
90.0
20.0
84.0
63.0
100.0
76.0
14.0
75.0
61.0
81.0
68.0
2.0
56.0
44.0
3.0
36.0
29.0
100.0
100.0
82.0
75.0
83.0
73.0
100.0
93.0
78.0
4.0
2.0
96.0
90.0
13.0
49.0
25.0
61.0
55.0
61.0
76.0
72.0
14.0
44.0
19.0
39.0
100.0
76.0
83.0
95.0
76.0
53.0
100.0
36.0
87.0
46.0
80.0
61.0
61.0
22.0
64.0
20.0
68.0
65.0
88.0
76.0
100.0
5.0
83.0
79.0
85.0
32.0
100.0
59.0
48.0
94.0
100.0
20.0
72.0
20.0
63.0
2.0
78.0
76.0
96.0
61.0
22.0
100.0
77.0
33.0
88.0
88.0
100.0
63.0
100.0
66.0
98.0
78.0
79.0
66.0
96.0
64.0
75.0
33.0
66.0
68.0
43.0
87.0
70.0
100.0
36.0
53.0
66.0
76.0
95.0
100.0
64.0
88.0
95.0
39.0
51.0
68.0
6.0
61.0
63.0
82.0
81.0
99.0
100.0
4.0
69.0
51.0
75.0
85.0
92.0
86.0
93.0
100.0
70.0
99.0
67.0
84.0
74.0
93.0
15.0
88.0
85.0
29.0
24.0
14.0
8.0
4.0
81.0
89.0
100.0
