Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility
7051,4398449,136928.0,1972,1,100,136.8,7.3,0.1,112.24,40.850862,-73.903504,5.0,23502.0,6.9364399128420455,4.720639435794205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12023,5793317,66926.0,2008,1,95,59.3,7.7,0.4,21.42,,,,,4.758749273916392,3.064325065019603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13660,2804250,98564.0,1963,1,100,92.4,4.6,0.1,83.68,,,,,6.286742696181391,4.427000000316613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513,2806001,214594.0,2003,1,100,71.3,7.5,0.5,47.06,40.755325,-73.995019,4.0,111.0,6.272310808550481,3.8514233832992164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12851,4040473,100796.0,1962,1,100,88.2,5.4,0.7,52.22,,,,,5.938591057500914,3.955465563270983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5377,2734467,64650.0,1901,1,100,157.3,11.6,1.2,,40.795002,-73.969691,7.0,183.0,6.026107490551522,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4876,2819168,104951.0,1971,1,100,95.9,8.7,0.7,42.62,40.786254,-73.95187800000001,8.0,15801.0,5.895228939227156,3.752323626670471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6708,2815239,52575.0,1924,1,100,124.9,4.5,0.3,82.92,40.834355,-73.92093100000001,4.0,197.0,6.137511048037225,4.417876287567579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7619,3529449,95628.0,2008,1,100,72.0,11.4,0.4,,40.854029,-73.909532,5.0,251.0,5.120386158055375,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5745,4335611,101460.0,1903,1,100,50.1,8.3,0.2,28.77,40.82393,-73.938562,10.0,234.0,4.724729421045731,3.3593331775634567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11112,2674522,52020.0,1928,1,100,102.1,5.9,0.9,,40.617775,-74.033369,10.0,54.0,5.4169888962655355,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6972,4401920,276690.0,1981,4,100,78.5,5.0,0.7,,40.82152,-73.89287,2.0,159.0,6.8586700712916455,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4703,3500485,86553.0,1930,1,100,89.1,7.1,0.0,31.02,40.780685,-73.958378,8.0,15002.0,6.072122450125437,3.4346321577483927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9234,5205191,98112.0,1968,1,100,75.2,9.1,0.5,9.36,40.656957,-73.983652,7.0,1502.0,4.895598484107897,2.2364452904895007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1576,3531852,122817.0,1928,1,100,63.8,8.9,0.0,11.18,40.754573,-73.99324,4.0,111.0,5.699439725222064,2.414126467726953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9221,2947147,56258.0,1969,1,100,14.9,0.8,0.1,816.69,40.648659,-74.02095200000001,7.0,18.0,3.6027767550605247,6.705259585891079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5853,3525359,66366.0,1931,1,100,66.6,2.0,0.7,40.76,40.832194,-73.94941700000001,9.0,237.0,5.348535082708654,3.707701208354524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8869,4382861,54500.0,1966,1,100,6.6,1.9,0.0,,40.907679,-73.909687,8.0,309.0,0.3364722366212129,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7224,4043955,103418.0,2003,1,100,95.0,6.1,0.8,121.2,40.843413,-73.91770799999999,4.0,21302.0,6.0335657231266175,4.797442073635214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8345,3237997,407619.0,2009,1,100,16.2,4.3,0.0,,40.842744,-73.838413,11.0,284.0,3.9589065913269965,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13806,5218290,71150.0,1926,1,100,77.1,3.6,0.1,81.65,,,,,5.950121583573599,4.402441819416474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2684,7365,734668.0,1982,1,95,74.4,18.3,,,40.756631,-73.982826,5.0,119.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3647,1772081,311501.0,1971,1,90,118.3,14.6,,16.21,40.763308,-73.97792199999999,5.0,104.0,,2.785628335747585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11754,2663972,146688.0,1955,1,100,69.5,3.9,0.5,73.3,40.626024,-73.946741,14.0,750.0,6.095599311839989,4.294560608892605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2755,2662181,307549.0,1940,1,100,72.3,8.9,0.0,24.18,40.766346,-73.97784200000001,5.0,137.0,6.937896435894124,3.1855258451866466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,5084997,86746.0,1986,1,100,93.8,12.0,0.6,42.15,40.725243,-73.994754,2.0,5502.0,5.318610069815799,3.7412346844478646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,2736144,97440.0,1949,1,100,72.7,2.4,0.7,,40.584781,-73.971018,13.0,37402.0,5.8090429853136945,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9614,3529489,106804.0,1975,1,100,124.3,7.3,0.4,,40.688536,-73.927173,3.0,385.0,6.564560496600097,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9042,5831232,66417.0,1923,1,100,110.2,10.0,0.8,,40.696406,-73.99441800000001,2.0,501.0,5.6315701405422764,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10886,3395621,83526.0,1931,1,100,75.0,7.9,0.5,,40.625894,-73.980215,12.0,472.0,5.352331954854275,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1771,4403949,134235.0,1904,1,100,99.6,16.9,0.0,12.92,40.739952,-73.994962,4.0,87.0,6.022963214167353,2.558776498354456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8076,2653470,78300.0,1925,1,100,47.4,2.8,0.0,,40.872835,-73.876487,7.0,425.0,5.40357787720553,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522,4043768,75916.0,2008,1,100,112.4,23.8,0.3,26.17,40.741174,-74.001501,4.0,83.0,4.795790545596741,3.2646137165420543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3756,4040998,164722.0,1929,1,100,67.7,12.7,,15.26,40.759292,-73.974537,5.0,102.0,,2.725235025856311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,3448538,449355.0,1921,1,100,100.8,12.8,,,40.708356,-74.014814,1.0,13.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9292,2595917,59520.0,1954,1,100,83.9,4.2,0.7,30.71,40.672392,-73.97427900000001,6.0,157.0,5.327876168789581,3.424588334452731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1049,4056097,77066.0,1890,1,100,72.4,,,12.71,40.721993,-73.99969300000001,2.0,49.0,5.230038525794742,2.542389085201363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13761,4408059,219845.0,1963,1,100,87.9,4.1,0.8,55.94,,,,,6.760182914515001,4.024279687773814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7088,5815593,172032.0,1948,1,100,39.1,12.4,,,40.846431,-73.909402,5.0,22701.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6037,2801276,54378.0,1910,1,100,109.8,4.1,,,40.848693,-73.929354,12.0,267.0,5.951943788945699,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13326,4046416,53400.0,1933,1,100,131.7,5.3,0.0,48.21,,,,,6.100094711633431,3.875566468417531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2868,2954753,123925.0,1965,1,100,89.4,7.8,0.6,43.71,40.763740000000006,-73.98763199999999,4.0,133.0,5.9942107727760074,3.7775769088752233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10185,4043976,53864.0,2009,1,100,22.9,4.9,0.1,51.98,40.658992,-73.90513299999999,16.0,920.0,2.785011242238338,3.950859029213344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2225,4398324,389000.0,1913,1,100,110.7,17.1,0.1,,40.741809,-73.98519300000001,5.0,56.0,4.855150391255861,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11525,2557964,66755.0,2010,1,100,71.5,4.5,0.6,50.74,40.572759000000005,-73.997628,13.0,342.0,5.295312857527738,3.9267145541711357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8868,3577239,292370.0,1969,1,100,74.4,4.2,0.6,34.37,40.888974,-73.916845,8.0,309.0,6.829577497918113,3.5371840908617425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7670,2957554,64800.0,1937,1,100,109.7,4.0,0.1,,40.861277,-73.908723,7.0,255.0,6.230875070886063,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9285,4375879,65000.0,1927,1,100,57.5,3.1,0.5,,40.673553000000005,-73.971405,6.0,159.0,5.078916801512661,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8835,2740468,62601.0,1959,1,100,88.6,5.3,0.3,,40.911588,-73.902815,8.0,337.0,5.633002292595154,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7795,4907104,107920.0,1928,1,95,111.8,4.2,1.0,,40.873356,-73.90555400000001,8.0,273.0,6.324717321102222,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9901,4409023,120582.0,1907,1,100,57.9,7.8,0.3,27.24,40.713193,-73.955801,1.0,519.0,5.276071757600717,3.3046864812813115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5300,2976701,61710.0,1925,1,100,92.6,3.9,0.0,86.3,40.801856,-73.953532,10.0,216.0,6.018349875889364,4.457829598089382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10744,3530951,157493.0,1954,1,100,9.7,2.7,,39.9,40.634932,-73.958119,14.0,766.0,,3.686376323895818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14031,3121437,140000.0,1951,1,100,81.8,3.4,0.8,,,,,,6.338240658867467,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7251,4940350,65765.0,1924,1,100,93.9,4.9,0.8,,40.848118,-73.918707,5.0,21501.0,5.58799744166249,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13478,3086540,116531.0,1983,1,100,70.8,5.7,0.6,,,,,,5.840932312803435,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11476,3428369,88356.0,1962,1,100,74.7,2.9,0.7,62.04,40.605613,-73.95936999999999,15.0,556.0,5.811140992976701,4.127779338308338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7214,3122051,59700.0,1927,1,100,16.9,,,,40.841653,-73.920446,4.0,21302.0,3.005682604407159,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12241,3575771,123820.0,2013,1,100,29.4,2.4,0.2,20.08,,,,,5.090062427727577,2.9997242948235283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11475,2684320,82000.0,1959,1,100,80.7,4.8,0.7,115.4,40.604581,-73.960652,15.0,556.0,5.662265794453267,4.748404354073999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13122,4988475,88000.0,1963,1,100,142.9,11.1,,187.27,,,,,6.561030665896573,5.232551425772417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9075,2796992,62400.0,1927,1,100,96.7,7.6,0.7,,40.692909,-73.99356999999999,2.0,7.0,5.578597109233056,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14992,4630109,,2006,1,95,95.0,6.6,0.8,24.04,,,,,5.311233591814583,3.179719109667007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,4442779,394644.0,1954,1,100,44.6,,,61.07,,,,,5.256453162449338,4.112020747235043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2959,4038830,83754.0,2008,1,100,52.9,8.3,0.3,52.9,40.763244,-73.99417700000001,4.0,129.0,4.672828834461906,3.9684033388642534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13823,2735663,229508.0,1951,1,100,94.0,12.1,0.5,,,,,,5.687314281948894,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,2804844,258071.0,1926,1,100,69.7,9.9,0.4,,40.709037,-74.015109,1.0,13.0,6.166677564664642,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13873,4046796,271380.0,1947,12,100,110.7,4.5,1.0,42.8,,,,,7.221031996095399,3.756538102587751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7750,3316314,193856.0,1989,2,100,108.6,12.7,0.6,47.25,40.884391,-73.88830899999999,8.0,281.0,6.629495345109261,3.855452653939752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1623,2641867,120545.0,1962,1,100,99.3,7.6,0.7,55.77,40.741324,-73.99768,4.0,87.0,5.811739616161293,4.021236090401462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2496,2652695,105000.0,1936,1,100,75.4,,,36.13,40.748752,-73.977461,6.0,80.0,6.175035323302368,3.587123545159549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,2614196,75774.0,1925,1,100,68.4,8.8,,,,,,,4.9849755473156785,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13896,4414537,151869.0,1940,1,100,117.2,4.1,1.1,34.44,,,,,6.717320902077632,3.53921867955953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,2825704,307312.0,1981,1,100,8.1,2.0,0.0,37.85,40.728092,-73.99566300000001,2.0,5501.0,3.1135153092103742,3.6336309798834576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3172,5853716,171085.0,1924,1,100,84.3,5.7,0.7,43.53,40.777557,-73.983221,7.0,155.0,6.376556865408209,3.773450355564206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962,5846064,115020.0,1962,1,100,88.8,6.3,0.7,51.91,40.758033000000005,-73.968261,6.0,98.0,6.007829901194246,3.9495114498391377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4608,3514421,222899.0,1986,1,100,103.9,6.1,0.4,50.9,40.772166,-73.95228900000001,8.0,132.0,6.821107472256465,3.929862923556477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9969,3121363,89555.0,2007,1,100,109.5,8.6,0.9,34.79,40.718884,-73.951425,1.0,515.0,5.3895282466014205,3.5493299891638506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5459,2664005,110740.0,1946,1,100,71.6,4.9,0.6,,40.796674,-73.972501,7.0,187.0,5.897977704014518,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3641,2678320,252405.0,1902,1,100,162.8,23.7,0.1,65.85,40.761304,-73.97519399999999,5.0,104.0,4.91338990965742,4.18737942818929,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
