Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility
674,2831191,1264820.0,1953,12,100,111.1,,1.0,,40.711774,-73.99968299999999,3.0,25.0,9.239772952659889,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3223,3483862,67350.0,1967,1,100,55.6,4.8,0.4,10.24,40.783353000000005,-73.980952,7.0,163.0,5.103518288242969,2.3263016196113617,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6512,4477234,69672.0,1931,1,100,15.3,4.5,,,40.828051,-73.911277,3.0,185.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7796,3525424,101136.0,1927,1,100,95.4,5.2,0.8,,40.87379,-73.90526,8.0,273.0,6.025624398754687,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4482,2811408,106260.0,1927,1,100,8.9,1.7,,0.97,40.762094,-73.963245,8.0,110.0,3.2809112157876537,-0.030459207484708574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4172,5027577,163787.0,1958,1,100,42.1,4.7,0.0,,40.765151,-73.97025699999999,8.0,11401.0,1.5040773967762742,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8270,3096452,103284.0,1928,1,100,90.2,,,,40.834406,-73.856961,9.0,222.0,6.1435416499883315,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4909,2670762,148031.0,1962,1,100,44.4,5.5,,42.14,40.779132,-73.952605,8.0,14602.0,5.32544603393629,3.740997408376043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2632,4398356,947600.0,1989,1,100,96.3,7.6,0.2,5.16,40.74602,-73.972904,6.0,78.0,6.795146334599483,1.6409365794934714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,4022817,66932.0,1966,1,100,70.9,4.2,0.6,31.9,40.642085,-73.94962199999999,17.0,828.0,5.36410510708604,3.462606009790799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6830,5857785,54500.0,1931,1,100,26.1,5.2,0.1,3.85,40.801781,-73.909921,1.0,19.0,3.2068032436339315,1.3480731482996928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4960,2595424,63500.0,1990,1,100,62.3,4.8,0.5,43.17,40.784021,-73.94724000000001,8.0,15601.0,5.059425458265688,3.765145809567386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4998,4939953,124009.0,2007,1,100,63.3,8.6,0.3,36.13,40.780515,-73.946184,8.0,152.0,6.096725057765475,3.587123545159549,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3794,2655844,63875.0,1900,1,100,137.0,23.1,0.6,19.91,40.762676,-73.973262,5.0,11202.0,5.276071757600717,2.991222118076105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3355,3127301,182576.0,1889,1,100,80.0,9.0,0.5,43.28,40.783432,-73.974958,7.0,165.0,6.289530024939451,3.767690634538226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1551,2668307,555125.0,2000,1,100,78.4,12.0,0.4,,40.751831,-73.994651,4.0,103.0,7.067319848653476,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5792,4752141,191518.0,2014,1,100,106.6,9.1,0.8,,40.830516,-73.940507,9.0,23501.0,5.84759417668828,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3911,5848620,385721.0,1986,1,100,78.2,6.7,0.0,,40.748878000000005,-73.973924,6.0,88.0,3.6938669956249757,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2423,2991635,51420.0,1999,1,100,118.4,15.4,0.7,115.81,40.742218,-73.984872,5.0,68.0,5.038898759369115,4.751950917196286,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11301,2817693,52410.0,1939,1,100,87.5,2.9,0.8,73.29,40.606194,-73.97684699999999,11.0,424.0,5.407171771460119,4.294424173937759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5500,4567407,51885.0,1920,1,100,118.8,4.3,0.0,104.04,40.803744,-73.967574,7.0,195.0,6.108358298579481,4.64477544058045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11803,2748481,67500.0,1931,1,100,74.5,2.4,0.7,53.17,40.624052,-73.934466,18.0,736.0,5.524655808758766,3.973494327516247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6959,4399634,51190.0,1910,1,100,97.4,5.1,0.9,208.63,40.820841,-73.894894,2.0,87.0,5.309257306586371,5.340562348141782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11042,4403933,64152.0,1924,1,100,86.3,4.3,0.8,40.12,40.631402,-74.024823,10.0,134.0,5.490589254195159,3.691874963093735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4400,4037958,56287.0,1927,1,100,64.2,5.7,0.0,,40.773941,-73.958621,8.0,140.0,5.210032451680465,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2510,5074131,74640.0,1980,1,80,97.3,,,58.82,40.750402,-73.977591,6.0,80.0,5.153291594497779,4.074481933125849,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13839,2805426,489440.0,1961,5,100,52.9,5.3,0.4,,,,,,6.885816371463383,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10372,2813832,57240.0,1928,1,100,64.6,3.2,0.6,18.5,40.65725,-73.921026,17.0,886.0,5.226821364842967,2.917770732084279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3967,5869883,68225.0,1963,1,100,77.8,5.2,,57.95,40.758546,-73.96754200000001,6.0,108.0,5.705447753975262,4.059580569785761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8752,3114841,69848.0,1960,1,100,76.0,3.4,0.7,70.84,40.88582,-73.902126,8.0,285.0,5.577463107977531,4.260423812914633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2739,4409994,90000.0,1908,1,100,56.5,16.6,,53.48,40.764952,-73.978719,5.0,137.0,,3.9793077522337423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13033,2926606,71838.0,1939,1,100,80.6,4.2,0.7,40.74,,,,,5.527840524826286,3.70721041079866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12097,5810490,79830.0,1931,1,100,97.9,4.1,0.8,72.2,,,,,5.912421339767529,4.279440045898781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6229,5831738,55776.0,1939,1,100,62.5,3.7,0.0,34.62,40.853717,-73.936018,12.0,271.0,5.3230099791384085,3.544431549748063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6011,2817527,68752.0,1922,1,100,99.2,8.3,0.7,71.25,40.842861,-73.939224,12.0,253.0,5.617861412148562,4.26619481914876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6438,2652011,72532.0,1931,1,100,96.9,17.8,0.0,22.85,40.81667,-73.91995899999999,1.0,65.0,5.245443876940969,3.128951117340214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3227,2667247,62403.0,1926,1,100,69.4,4.2,0.0,27.82,40.782741,-73.97945,7.0,167.0,5.645093478307522,3.325755186495297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6622,5857892,96126.0,1927,1,100,115.6,5.1,1.1,81.38,40.829305,-73.921346,4.0,18301.0,6.213407377845673,4.399129542573544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12263,4038365,54000.0,1950,1,100,95.5,20.5,,21.94,,,,,4.577798989191959,3.088311454847084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9104,5862904,141335.0,1996,1,100,63.1,8.6,0.3,14.45,40.687771000000005,-73.999409,6.0,49.0,5.391352232515226,2.670694414558441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,2669668,121453.0,1896,1,100,84.9,15.6,0.3,,40.724694,-73.99741,2.0,49.0,5.37989735354046,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7037,2644009,65250.0,1935,1,100,85.9,4.3,0.1,77.02,40.848349,-73.908459,5.0,23301.0,5.812337881210547,4.344065128386763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11881,4407832,50400.0,1931,1,100,80.4,2.8,,0.18,40.576325,-73.964078,13.0,36001.0,5.347583607850955,-1.7147984280919266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1848,5055925,57906.0,1913,1,100,80.7,8.1,0.0,7.32,40.746602,-73.99182900000001,5.0,95.0,5.404477562376427,1.9906103279732201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7566,4588192,67957.0,2008,1,100,72.6,5.8,0.6,84.49,40.853644,-73.905141,5.0,241.0,5.335613151291733,4.436633184164753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2758,2790739,101033.0,1950,1,100,117.3,8.9,0.9,50.63,40.765978,-73.976972,5.0,137.0,6.0369158100119,3.924544285981818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1868,4409995,87526.0,1900,1,100,49.2,8.2,0.2,14.25,40.747837,-73.990934,5.0,101.0,4.812184355372417,2.6567569067146595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6249,2922913,55505.0,1937,1,100,82.3,3.3,0.0,32.48,40.856472,-73.933865,12.0,281.0,5.681195975983405,3.480624515293477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3606,3117929,58996.0,1932,1,100,109.6,20.2,0.1,43.64,40.757141,-73.97969300000001,5.0,96.0,5.113191882421348,3.77597416096487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12150,4985683,58800.0,1935,1,95,99.1,3.9,0.9,53.74,,,,,5.58799744166249,3.984157603187345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11488,2661774,96600.0,1937,1,100,73.9,3.0,0.7,63.12,40.60572,-73.952595,15.0,560.0,5.782593655080491,4.145037676537619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7738,3246138,52200.0,1927,1,100,23.4,4.2,0.1,151.44,40.873058,-73.899773,8.0,26702.0,3.1612467120315646,5.020189506901067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2956,2715799,50548.0,2007,1,100,67.7,6.7,0.5,5.5,40.762646,-73.994694,4.0,129.0,4.776599301615622,1.7047480922384253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
985,2737848,75782.0,1929,1,100,69.9,7.2,0.0,38.06,40.724732,-73.987842,3.0,38.0,5.506956231659364,3.6391638618680036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2301,2617169,235564.0,1926,1,100,73.4,14.3,,,40.747436,-73.983211,5.0,74.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8873,4382860,125976.0,1980,1,100,73.6,5.9,0.6,36.46,40.910181,-73.90750899999999,8.0,309.0,5.874368775231734,3.596215769250517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13723,5245915,63325.0,1964,1,100,105.2,3.1,1.0,84.62,,,,,5.757639147446912,4.438170645291922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4280,2670505,113150.0,1938,1,100,78.4,5.7,,30.73,40.776035,-73.96441800000001,8.0,142.0,6.067035733955056,3.425239376142393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7618,4406613,81270.0,1935,1,100,28.8,,,,40.86446,-73.900982,7.0,265.0,4.212127597878484,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,3109800,61451.0,1989,1,100,50.7,15.7,,,40.71285,-73.994449,3.0,8.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7998,5837663,89250.0,1928,1,100,75.0,3.0,0.1,,40.882887,-73.879962,7.0,431.0,6.1855911493516995,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13901,2643659,225968.0,1952,131,100,70.0,4.1,0.6,,,,,,6.502640109638261,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4675,4392818,179576.0,1963,1,100,19.9,5.4,0.0,,40.779388,-73.961394,8.0,142.0,2.3513752571634776,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10359,5091569,61620.0,1929,1,100,91.9,4.0,0.8,74.99,40.661834000000006,-73.92093100000001,17.0,892.0,5.54087131138207,4.317354771313298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,5934805,104463.0,1949,3,50,74.2,0.3,0.7,,,,,,6.004380772374528,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7392,4495637,88511.0,1980,1,100,9.6,2.9,0.0,,40.829029,-73.887148,3.0,123.0,-0.6931471805599453,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10899,2734813,92250.0,1952,1,100,90.7,4.0,0.8,,40.620013,-73.96969200000001,12.0,448.0,6.080848108242668,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988,2817496,121503.0,1929,1,100,75.3,8.0,0.0,64.85,40.729933,-73.986683,3.0,40.0,6.019322875236378,4.172076910762453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2937,5945357,743083.0,2016,1,100,11.0,,0.0,,40.758797,-73.996087,4.0,117.0,1.7749523509116738,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4582,2659410,267235.0,1984,1,100,56.6,5.5,0.0,,40.766346,-73.956625,8.0,124.0,2.5726122302071057,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10757,2791303,77268.0,1959,1,100,50.4,3.1,,23.04,40.653497,-73.972942,7.0,50202.0,5.0869788606835895,3.1372318358276905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2924,2817347,81289.0,1928,1,100,64.9,12.8,0.2,22.66,40.766348,-73.98795,4.0,139.0,4.37197629882038,3.12060125559986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10880,4926014,62000.0,1986,1,100,95.9,11.9,0.6,,40.632546000000005,-73.986479,12.0,234.0,5.201806466167193,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5717,2728568,65736.0,1920,1,100,67.7,0.7,0.2,12.6,40.81756,-73.938351,10.0,230.0,5.675725876873676,2.533696813957432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2211,4340553,61147.0,1900,1,100,92.4,,,10.83,40.740292,-73.989459,5.0,56.0,4.509760001183433,2.382320061012899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14689,2715840,171935.0,1984,1,100,57.9,2.9,0.5,,40.638279,-74.073756,1.0,3.0,6.5384292174898455,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7956,2734811,82500.0,1928,1,100,65.1,3.1,0.6,92.82,40.871469,-73.891036,7.0,40701.0,5.624378451868933,4.5306621338130295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,4056392,57739.0,1916,1,90,130.2,,,169.83,40.734375,-73.99239,2.0,61.0,5.031091302663638,5.134797936716678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14303,2729926,100947.0,1963,1,100,63.1,4.0,0.5,61.24,,,,,5.62003848122324,4.114800570789483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
